  3.62   0.00   0.00   0.00   0.01   0.02
  3.65   0.00   0.00   0.00   0.01   0.02
  3.68   0.00   0.00   0.00   0.01   0.01
  3.70   0.00   0.00   0.00   0.01   0.01
  3.73   0.00   0.00   0.00   0.01   0.01
  3.75   0.00   0.00   0.00   0.01   0.01
  3.78   0.00   0.00   0.00   0.01   0.01
  3.80   0.00   0.00   0.00   0.01   0.01
  3.83   0.00   0.00   0.00   0.01   0.01
  3.85   0.00   0.00   0.00   0.01   0.01
  3.88   0.00   0.00   0.00   0.01   0.01
  3.90   0.00   0.00   0.00   0.01   0.01
  3.93   0.00   0.00   0.00   0.01   0.01
  3.95   0.00   0.00   0.00   0.01   0.01
  3.98   0.00   0.00   0.00   0.01   0.01
  4.00   0.00   0.00   0.00   0.01   0.01
  4.03   0.00   0.00   0.00   0.01   0.01
  4.05   0.00   0.00   0.00   0.01   0.01
  4.08   0.00   0.00   0.00   0.01   0.01
  4.10   0.00   0.00   0.00   0.01   0.01
  4.12   0.00   0.00   0.00   0.01   0.01
  4.15   0.00   0.00   0.00   0.01   0.01
  4.17   0.00   0.00   0.00   0.00   0.01
  4.20   0.00   0.00   0.00   0.00   0.01
  4.23   0.00   0.00   0.00   0.00   0.01
  4.25   0.00   0.00   0.00   0.00   0.01
  4.28   0.00   0.00   0.00   0.00   0.01
  4.30   0.00   0.00   0.00   0.00   0.01
  4.33   0.00   0.00   0.00   0.00   0.01
  4.35   0.00   0.00   0.00   0.00   0.01
  4.38   0.00   0.00   0.00   0.00   0.01
  4.40   0.00   0.00   0.00   0.00   0.01
  4.42   0.00   0.00   0.00   0.00   0.01
  4.45   0.00   0.00   0.00   0.00   0.01
  4.48   0.00   0.00   0.00   0.00   0.01
  4.50   0.00   0.00   0.00   0.00   0.00
  4.53   0.00   0.00   0.00   0.00   0.00
  4.55   0.00   0.00   0.00   0.00   0.00
  4.58   0.00   0.00   0.00   0.00   0.00
  4.60   0.00   0.00   0.00   0.00   0.00
  4.62   0.00   0.00   0.00   0.00   0.00
  4.65   0.00   0.00   0.00   0.00   0.00
  4.67   0.00   0.00   0.00   0.00   0.00
  4.70   0.00   0.00   0.00   0.00   0.00
  4.73   0.00   0.00   0.00   0.00   0.00
  4.75   0.00   0.00   0.00   0.00   0.00
  4.78   0.00   0.00   0.00   0.00   0.00
  4.80   0.00   0.00   0.00   0.00   0.00
  4.83   0.00   0.00   0.00   0.00   0.00
  4.85   0.00   0.00   0.00   0.00   0.00
  4.88   0.00   0.00   0.00   0.00   0.00
  4.90   0.00   0.00   0.00   0.00   0.00
  4.93   0.00   0.00   0.00   0.00   0.00
  4.95   0.00   0.00   0.00   0.00   0.00
  4.98   0.00   0.00   0.00   0.00   0.00
  5.00   0.00   0.00   0.00   0.00   0.00
  5.03   0.00   0.00   0.00   0.00   0.00
  5.05   0.00   0.00   0.00   0.00   0.00
  5.08   0.00   0.00   0.00   0.00   0.00
  5.10   0.00   0.00   0.00   0.00   0.00
  5.12   0.00   0.00   0.00   0.00   0.00
  5.15   0.00   0.00   0.00   0.00   0.00
  5.18   0.00   0.00   0.00   0.00   0.00
  5.20   0.00   0.00   0.00   0.00   0.00
  5.23   0.00   0.00   0.00   0.00   0.00
  5.25   0.00   0.00   0.00   0.00   0.00
  5.28   0.00   0.00   0.00   0.00   0.00
  5.30   0.00   0.00   0.00   0.00   0.00
  5.33   0.00   0.00   0.00   0.00   0.00
  5.35   0.00   0.00   0.00   0.00   0.00
  5.38   0.00   0.00   0.00   0.00   0.00
  5.40   0.00   0.00   0.00   0.00   0.00
  5.43   0.00   0.00   0.00   0.00   0.00
  5.45   0.00   0.00   0.00   0.00   0.00
  5.48   0.00   0.00   0.00   0.00   0.00
  5.50   0.00   0.00   0.00   0.00   0.00
  5.53   0.00   0.00   0.00   0.00   0.00
  5.55   0.00   0.00   0.00   0.00   0.00
  5.58   0.00   0.00   0.00   0.00   0.00
  5.60   0.00   0.00   0.00   0.00   0.00
  5.62   0.00   0.00   0.00   0.00   0.00
  5.65   0.00   0.00   0.00   0.00   0.00
  5.68   0.00   0.00   0.00   0.00   0.00
  5.70   0.00   0.00   0.00   0.00   0.00
  5.73   0.00   0.00   0.00   0.00   0.00
  5.75   0.00   0.00   0.00   0.00   0.00
  5.78   0.00   0.00   0.00   0.00   0.00
  5.80   0.00   0.00   0.00   0.00   0.00
  5.83   0.00   0.00   0.00   0.00   0.00
  5.85   0.00   0.00   0.00   0.00   0.00
  5.88   0.00   0.00   0.00   0.00   0.00
  5.90   0.00   0.00   0.00   0.00   0.00
  5.93   0.00   0.00   0.00   0.00   0.00
  5.95   0.00   0.00   0.00   0.00   0.00
  5.98   0.00   0.00   0.00   0.00   0.00
  6.00   0.00   0.00   0.00   0.00   0.00
  6.03   0.00   0.00   0.00   0.00   0.00
  6.05   0.00   0.00   0.00   0.00   0.00
  6.08   0.00   0.00   0.00   0.00   0.00
  6.10   0.00   0.00   0.00   0.00   0.00
  6.12   0.00   0.00   0.00   0.00   0.00
  6.15   0.00   0.00   0.00   0.00   0.00
  6.18   0.00   0.00   0.00   0.00   0.00
  6.20   0.00   0.00   0.00   0.00   0.00
  6.23   0.00   0.00   0.00   0.00   0.00
  6.25   0.00   0.00   0.00   0.00   0.00
  6.28   0.00   0.00   0.00   0.00   0.00
  6.30   0.00   0.00   0.00   0.00   0.00
  6.33   0.00   0.00   0.00   0.00   0.00
  6.35   0.00   0.00   0.00   0.00   0.00
  6.38   0.00   0.00   0.00   0.00   0.00
  6.40   0.00   0.00   0.00   0.00   0.00
  6.43   0.00   0.00   0.00   0.00   0.00
  6.45   0.00   0.00   0.00   0.00   0.00
  6.48   0.00   0.00   0.00   0.00   0.00
  6.50   0.00   0.00   0.00   0.00   0.00
  6.53   0.00   0.00   0.00   0.00   0.00
  6.55   0.00   0.00   0.00   0.00   0.00
  6.58   0.00   0.00   0.00   0.00   0.00
  6.60   0.00   0.00   0.00   0.00   0.00
  6.62   0.00   0.00   0.00   0.00   0.00
  6.65   0.00   0.00   0.00   0.00   0.00
  6.68   0.00   0.00   0.00   0.00   0.00
  6.70   0.00   0.00   0.00   0.00   0.00
  6.73   0.00   0.00   0.00   0.00   0.00
  6.75   0.00   0.00   0.00   0.00   0.00
  6.78   0.00   0.00   0.00   0.00   0.00
  6.80   0.00   0.00   0.00   0.00   0.00
  6.83   0.00   0.00   0.00   0.00   0.00
  6.85   0.00   0.00   0.00   0.00   0.00
  6.88   0.00   0.00   0.00   0.00   0.00
  6.90   0.00   0.00   0.00   0.00   0.00
  6.93   0.00   0.00   0.00   0.00   0.00
  6.95   0.00   0.00   0.00   0.00   0.00
  6.98   0.00   0.00   0.00   0.00   0.00
  7.00   0.00   0.00   0.00   0.00   0.00
  7.03   0.00   0.00   0.00   0.00   0.00
  7.05   0.00   0.00   0.00   0.00   0.00
  7.08   0.00   0.00   0.00   0.00   0.00
  7.10   0.00   0.00   0.00   0.00   0.00
  7.12   0.00   0.00   0.00   0.00   0.00
  7.15   0.00   0.00   0.00   0.00   0.00
  7.18   0.00   0.00   0.00   0.00   0.00
  7.20   0.00   0.00   0.00   0.00   0.00
  7.23   0.00   0.00   0.00   0.00   0.00
  7.25   0.00   0.00   0.00   0.00   0.00
  7.28   0.00   0.00   0.00   0.00   0.00
  7.30   0.00   0.00   0.00   0.00   0.00
  7.33   0.00   0.00   0.00   0.00   0.00
  7.35   0.00   0.00   0.00   0.00   0.00
  7.38   0.00   0.00   0.00   0.00   0.00
  7.40   0.00   0.00   0.00   0.00   0.00
  7.43   0.00   0.00   0.00   0.00   0.00
  7.45   0.00   0.00   0.00   0.00   0.00
  7.48   0.00   0.00   0.00   0.00   0.00
  7.50   0.00   0.00   0.00   0.00   0.00
  7.53   0.00   0.00   0.00   0.00   0.00
  7.55   0.00   0.00   0.00   0.00   0.00
  7.58   0.00   0.00   0.00   0.00   0.00
  7.60   0.00   0.00   0.00   0.00   0.00
  7.62   0.00   0.00   0.00   0.00   0.00
  7.65   0.00   0.00   0.00   0.00   0.00
  7.68   0.00   0.00   0.00   0.00   0.00
  7.70   0.00   0.00   0.00   0.00   0.00
  7.73   0.00   0.00   0.00   0.00   0.00
  7.75   0.00   0.00   0.00   0.00   0.00
  7.78   0.00   0.00   0.00   0.00   0.00
  7.80   0.00   0.00   0.00   0.00   0.00
  7.83   0.00   0.00   0.00   0.00   0.00
  7.85   0.00   0.00   0.00   0.00   0.00
  7.88   0.00   0.00   0.00   0.00   0.00
  7.90   0.00   0.00   0.00   0.00   0.00
  7.93   0.00   0.00   0.00   0.00   0.00
  7.95   0.00   0.00   0.00   0.00   0.00
  7.98   0.00   0.00   0.00   0.00   0.00
  8.00   0.00   0.00   0.00   0.00   0.00
  8.03   0.00   0.00   0.00   0.00   0.00
  8.05   0.00   0.00   0.00   0.00   0.00
  8.08   0.00   0.00   0.00   0.00   0.00
  8.10   0.00   0.00   0.00   0.00   0.00
  8.12   0.00   0.00   0.00   0.00   0.00
  8.15   0.00   0.00   0.00   0.00   0.00
  8.18   0.00   0.00   0.00   0.00   0.00
  8.20   0.00   0.00   0.00   0.00   0.00
  8.22   0.00   0.00   0.00   0.00   0.00
  8.25   0.00   0.00   0.00   0.00   0.00
  8.28   0.00   0.00   0.00   0.00   0.00
  8.30   0.00   0.00   0.00   0.00   0.00
  8.33   0.00   0.00   0.00   0.00   0.00
  8.35   0.00   0.00   0.00   0.00   0.00
  8.38   0.00   0.00   0.00   0.00   0.00
  8.40   0.00   0.00   0.00   0.00   0.00
  8.43   0.00   0.00   0.00   0.00   0.00
  8.45   0.00   0.00   0.00   0.00   0.00
  8.47   0.00   0.00   0.00   0.00   0.00
  8.50   0.00   0.00   0.00   0.00   0.00
  8.53   0.00   0.00   0.00   0.00   0.00
  8.55   0.00   0.00   0.00   0.00   0.00
  8.58   0.00   0.00   0.00   0.00   0.00
  8.60   0.00   0.00   0.00   0.00   0.00
  8.62   0.00   0.00   0.00   0.00   0.00
  8.65   0.00   0.00   0.00   0.00   0.00
  8.68   0.00   0.00   0.00   0.00   0.00
  8.70   0.00   0.00   0.00   0.00   0.00
  8.72   0.00   0.00   0.00   0.00   0.00
  8.75   0.00   0.00   0.00   0.00   0.00
  8.78   0.00   0.00   0.00   0.00   0.00
  8.80   0.00   0.00   0.00   0.00   0.00
  8.83   0.00   0.00   0.00   0.00   0.00
  8.85   0.00   0.00   0.00   0.00   0.00
  8.88   0.00   0.00   0.00   0.00   0.00
  8.90   0.00   0.00   0.00   0.00   0.00
  8.93   0.00   0.00   0.00   0.00   0.00
  8.95   0.00   0.00   0.00   0.00   0.00
  8.97   0.00   0.00   0.00   0.00   0.00
  9.00   0.00   0.00   0.00   0.00   0.00
  9.03   0.00   0.00   0.00   0.00   0.00
  9.05   0.00   0.00   0.00   0.00   0.00
  9.08   0.00   0.00   0.00   0.00   0.00
  9.10   0.00   0.00   0.00   0.00   0.00
  9.12   0.00   0.00   0.00   0.00   0.00
  9.15   0.00   0.00   0.00   0.00   0.00
  9.18   0.00   0.00   0.00   0.00   0.00
  9.20   0.00   0.00   0.00   0.00   0.00
  9.22   0.00   0.00   0.00   0.00   0.00
  9.25   0.00   0.00   0.00   0.00   0.00
  9.28   0.00   0.00   0.00   0.00   0.00
  9.30   0.00   0.00   0.00   0.00   0.00
  9.33   0.00   0.00   0.00   0.00   0.00
  9.35   0.00   0.00   0.00   0.00   0.00
  9.38   0.00   0.00   0.00   0.00   0.00
  9.40   0.00   0.00   0.00   0.00   0.00
  9.43   0.00   0.00   0.00   0.00   0.00
  9.45   0.00   0.00   0.00   0.00   0.00
  9.47   0.00   0.00   0.00   0.00   0.00
  9.50   0.00   0.00   0.00   0.00   0.00
  9.53   0.00   0.00   0.00   0.00   0.00
  9.55   0.00   0.00   0.00   0.00   0.00
  9.58   0.00   0.00   0.00   0.00   0.00
  9.60   0.00   0.00   0.00   0.00   0.00
  9.62   0.00   0.00   0.00   0.00   0.00
  9.65   0.00   0.00   0.00   0.00   0.00
  9.68   0.00   0.00   0.00   0.00   0.00
  9.70   0.00   0.00   0.00   0.00   0.00
  9.73   0.00   0.00   0.00   0.00   0.00
  9.75   0.00   0.00   0.00   0.00   0.00
  9.78   0.00   0.00   0.00   0.00   0.00
  9.80   0.00   0.00   0.00   0.00   0.00
  9.83   0.00   0.00   0.00   0.00   0.00
  9.85   0.00   0.00   0.00   0.00   0.00
  9.88   0.00   0.00   0.00   0.00   0.00
  9.90   0.00   0.00   0.00   0.00   0.00
  9.93   0.00   0.00   0.00   0.00   0.00
  9.95   0.00   0.00   0.00   0.00   0.00
  9.98   0.00   0.00   0.00   0.00   0.00
